Harga,Kamar Tidur,Kamar Mandi,Garasi,Luas Tanah,Luas Bangunan,Lokasi
1500000000,2,2,0,89,50,Cinere
350000000,2,1,1,71,40,Cipayung
6500000000,5,3,0,500,394,Cinere
2900000000,3,1,0,161,150,Cisalak
3200000000,3,2,0,285,200,Rangkapanjaya
875000000,4,3,0,120,180,Sukmajaya
9000000000,8,4,0,625,400,Cinere
750000000,2,1,1,75,60,Sukmajaya
2750000000,5,3,0,407,300,Cimanggis
1530000000,2,2,0,66,74,Cinere
4500000000,4,3,1,160,161,Cinere
12500000000,4,5,4,1080,476,Cinere
1400000000,2,1,0,185,100,Cilodong
1500000000,3,3,0,255,120,Cibubur
4200000000,4,3,0,240,300,Margonda
1650000000,3,3,0,121,100,Harjamukti
6500000000,5,5,0,405,335,Margonda
770000000,4,3,0,84,110,Pancoran Mas
3000000000,3,2,0,162,139,Margonda
3500000000,5,4,0,220,380,Sukmajaya
3000000000,4,3,0,135,200,Margonda
3500000000,5,4,0,354,300,Margonda
4000000000,5,3,0,200,240,Margonda
2500000000,4,3,0,143,200,Harjamukti
6500000000,14,4,0,464,250,Margonda
3320000000,3,2,0,170,79,Sawangan
2750000000,3,2,0,139,200,Margonda
4000000000,5,6,0,480,400,Harjamukti
2400000000,3,2,0,162,114,Margonda
4500000000,6,5,0,240,400,Cinere
1900000000,4,3,0,145,112,Sukmajaya
970000000,3,3,0,87,90,Beji
1300000000,4,2,0,84,140,Cimanggis
1350000000,3,2,1,78,70,Tapos
3800000000,4,3,2,130,190,Pangkalan Jati
2200000000,3,2,2,123,150,Cinere
3000000000,5,5,0,109,270,Margonda
3000000000,10,10,0,380,320,Margonda
5000000000,4,4,0,228,300,Depok II
998000000,3,3,0,72,114,Pancoran Mas
1600000000,3,2,0,161,120,Rangkapanjaya
400000000,2,1,1,54,32,Cilodong
3750000000,4,2,0,719,250,Krukut
1000000000,2,1,0,168,100,Cipayung
490000000,2,1,1,59,45,Pasir Putih
1950000000,4,3,2,100,135,Kukusan
1950000000,4,3,2,100,135,Tanah Baru
1010000000,2,2,2,86,55,Sawangan
6950000000,5,4,1,534,368,Depok II
1500000000,3,2,2,78,70,Tapos
1360000000,3,3,1,70,100,Margonda
2300000000,3,2,0,248,200,Kukusan
6250000000,4,4,0,406,350,Cimanggis
4500000000,2,3,1,299,300,Cinere
950000000,3,2,0,123,90,Bojong Sari
700000000,3,1,0,88,70,Cipayung
1850000000,4,2,2,81,145,Cimanggis
6600000000,7,7,2,400,700,Cibubur
1800000000,4,3,0,280,250,Sukatani
3900000000,4,2,0,178,156,Pangkalan Jati
50000000000,8,9,4,1715,1200,Cinere
665000000,1,1,0,80,36,Cilodong
980000000,3,3,2,60,70,Cimanggis
1940000000,4,3,2,101,135,Beji
980000000,3,3,2,60,70,Cibubur
5500000000,4,3,0,375,400,Cinere
15500000000,8,6,0,1125,1500,Cinere
1900000000,3,2,0,210,80,Bojong Sari
980000000,3,3,2,60,70,Harjamukti
1000000000,3,2,1,74,94,Limo
6000000000,5,3,0,725,360,Tanah Baru
600000000,3,2,1,50,67,Citayam
420000000,3,1,1,67,36,Cipayung
2800000000,4,4,0,144,180,Sawangan
1100000000,2,2,0,72,144,Citayam
900000000,2,1,1,90,70,Cinere
375000000,2,1,1,60,45,Pasir Putih
850000000,2,1,0,73,50,Cilodong
2500000000,3,3,2,128,180,Bojong Sari
7000000000,5,4,0,500,568,Cinere
3750000000,5,3,2,396,252,Cinere
5000000000,4,2,0,385,165,Cinere
1670000000,3,2,1,88,79,Sawangan
600000000,2,1,0,70,56,Pancoran Mas
6250000000,5,4,1,550,400,Cinere
3200000000,4,2,0,220,200,Pancoran Mas
20000000000,5,4,10,985,600,Cinere
6800000000,5,4,2,286,325,Cinere
2820000000,3,3,0,100,168,Cinere
1600000000,3,3,0,136,36,Cisalak
1000000000,4,2,0,102,130,Depok II
1200000000,3,2,0,90,65,Cimanggis
1700000000,4,3,2,270,120,Cilodong
7800000000,4,2,2,702,600,Cinere
8000000000,4,3,2,550,286,Cinere
1400000000,3,2,0,60,72,Cinere
1260000000,2,1,2,123,80,Tirtajaya
3200000000,4,3,2,162,255,Cinere
2500000000,3,3,0,120,180,Sukmajaya
1600000000,2,1,1,165,42,Limo
1600000000,4,3,1,130,150,Cinere
3400000000,4,4,2,152,195,Cinere
1400000000,3,2,2,120,114,Sawangan
3000000000,4,4,2,253,320,Cinere
4500000000,3,3,2,200,275,Cinere
15000000000,8,5,0,500,400,Margonda
650000000,2,1,1,84,38,Cilodong
400000000,2,1,0,55,35,Sawangan
1190000000,3,3,2,64,100,Limo
567000000,2,1,2,68,38,Cipayung
2600000000,4,4,0,84,120,Cinere
1600000000,3,3,1,105,208,Sukmajaya
1800000000,3,2,0,150,130,Sukmajaya
2000000000,4,4,1,285,185,Gandul
900000000,4,2,0,90,180,Sukmajaya
1600000000,3,3,0,133,144,Krukut
1300000000,3,2,0,115,65,Sukmajaya
2500000000,3,2,2,144,170,Cinere
850000000,3,2,1,104,60,Sukmajaya
4200000000,3,3,2,210,250,Cinere
1070000000,3,2,1,76,70,Cilodong
6000000000,6,5,2,600,430,Margonda
2980000000,4,3,1,140,140,Pancoran Mas
3250000000,3,2,1,260,180,Cinere
1750000000,3,3,0,92,140,Margonda
2700000000,4,4,1,135,200,Cinere
2400000000,3,3,0,135,91,Sukmajaya
5500000000,5,4,2,420,400,Cinere
8500000000,5,5,2,650,1000,Cinere
1900000000,4,3,0,237,220,Cimanggis
3000000000,4,3,1,240,150,Cinere
2490000000,3,3,1,120,180,Cinere
1750000000,3,2,1,202,100,Cinere
5900000000,5,3,2,540,370,Cinere
5800000000,5,5,2,540,350,Cinere
1550000000,2,2,1,174,150,Citayam
6000000000,5,3,1,452,300,Cinere
7500000000,3,4,2,425,350,Cinere
2200000000,4,4,0,364,100,Tapos
850000000,3,2,1,66,100,Pancoran Mas
440000000,2,1,0,55,40,Cinangka
1850000000,4,4,0,110,150,Cinere
6600000000,2,2,0,534,270,Cinere
750000000,2,1,0,91,40,Bojong Sari
650000000,2,1,0,59,30,Bojong Sari
1800000000,3,2,0,149,250,Cimanggis
450000000,3,3,1,60,60,Sawangan
1710000000,3,3,3,744,200,Sawangan
2700000000,4,3,1,120,113,Limo
2800000000,4,3,2,144,140,Sawangan
400000000,2,2,1,100,90,Sawangan
3500000000,5,3,2,297,187,Cinere
725000000,3,2,2,62,58,Cilangkap
995000000,3,3,2,103,110,Cilangkap
2400000000,5,2,0,136,200,Citayam
1800000000,3,3,1,210,196,Cinere
3500000000,5,5,1,315,200,Cinere
2500000000,4,2,1,250,110,Cinere
770000000,3,2,1,78,70,Sawangan
750000000,2,1,0,82,60,Cilodong
2500000000,4,2,1,154,136,Cinere
6300000000,3,3,1,556,198,Pangkalan Jati
700000000,2,1,0,126,126,Sawangan
3250000000,3,3,2,225,300,Cinere
2250000000,3,2,1,101,180,Cinere
3200000000,3,2,2,235,160,Cinere
5200000000,3,4,0,240,279,Sukmajaya
3900000000,4,4,2,119,240,Pangkalan Jati
2000000000,5,3,1,120,180,Pancoran Mas
2800000000,4,4,0,160,280,Cimanggis
2900000000,4,3,1,170,240,Cibubur
1850000000,3,2,0,149,168,Cimanggis
7500000000,6,3,0,400,700,Cinere
3900000000,3,3,1,262,151,Harjamukti
3800000000,4,4,2,144,206,Sawangan
415000000,2,1,0,42,39,Sawangan
725000000,2,1,0,65,70,Sawangan
1320000000,3,2,0,102,90,Sawangan
850000000,1,1,1,176,80,Tapos
1300000000,2,1,0,84,53,Cilodong
1550000000,2,1,0,106,45,Cimanggis
1550000000,2,1,0,126,72,Kukusan
2000000000,3,2,2,200,168,Beji
3800000000,3,3,0,418,130,Sukmajaya
4000000000,8,5,0,410,410,Sukmajaya
8500000000,4,3,3,1,600,Cimanggis
985000000,2,1,1,130,90,Cinangka
2540000000,3,3,0,112,136,Sawangan
880000000,2,2,0,108,90,Beji
2500000000,3,2,0,128,117,Cimanggis
1600000000,3,3,1,176,150,Kelapa Dua
2600000000,4,4,2,120,180,Cinere
998000000,3,2,1,85,75,Cilodong
900000000,3,2,1,54,70,Tanah Baru
10000000000,4,5,4,717,500,Cinere
1500000000,3,2,0,137,205,Cimanggis
372000000,2,1,1,60,32,Cipayung
850000000,3,2,1,119,70,Sawangan
6900000000,3,3,4,549,240,Cinere
2400000000,3,3,2,180,150,Cimanggis
6800000000,4,3,2,635,411,Cinere
431000000,2,1,0,72,45,Sawangan
335000000,3,1,0,60,32,Cipayung
1500000000,2,1,1,120,60,Cinere
3500000000,3,2,3,180,200,Cinere
5400000000,7,4,0,435,290,Cinere
700000000,3,1,1,75,50,Pancoran Mas
250000000,2,1,0,50,36,Sawangan
4900000000,3,2,0,450,325,Pancoran Mas
250000000,2,1,0,55,35,Sawangan
2300000000,5,3,0,120,220,Sukmajaya
260000000,2,1,0,50,32,Cipayung
1280000000,3,3,1,85,110,Limo
10500000000,25,25,0,1594,1000,Cinere
2000000000,5,3,0,202,265,Cimanggis
1750000000,3,2,0,150,250,Cinere
700000000,3,2,0,90,80,Sukmajaya
970000000,2,2,1,75,55,Sawangan
980000000,2,2,1,77,55,Sawangan
1500000000,2,2,1,134,65,Cinere
1010000000,2,2,0,86,55,Sawangan
1650000000,5,3,0,253,300,Sukmajaya
3500000000,3,3,3,294,200,Sawangan
2200000000,3,3,0,120,134,Margonda
800000000,3,2,1,75,90,Limo
17000000000,7,7,2,750,700,Cinere
1850000000,5,5,1,140,90,Beji
650000000,2,1,2,99,70,Cipayung
4690000000,6,5,3,1073,362,Pancoran Mas
2800000000,3,2,0,188,175,Cimanggis
871000000,3,2,0,45,61,Cimanggis
2300000000,4,4,0,144,150,Bojong Sari
800000000,5,5,0,238,268,Cilodong
9500000000,5,4,4,942,250,Cinere
2600000000,3,4,2,220,188,Cinere
15000000000,16,11,0,238,500,Sukmajaya
299000000,3,2,1,60,60,Citayam
16000000000,5,3,4,3145,600,Mekarsari
8000000000,4,3,4,800,300,Rangkapanjaya
60900000000,5,3,21,5930,100,Margonda
2950000000,6,6,2,320,300,Cimanggis
1570000000,4,4,1,90,140,Tapos
1250000000,3,3,2,85,125,Pancoran Mas
800000000,2,1,0,72,36,Cilodong
2400000000,5,3,1,294,180,Pangkalan Jati
1200000000,2,1,1,120,70,Tanah Baru
2300000000,3,2,1,162,100,Cinere
720000000,2,2,0,80,72,Limo
1800000000,2,1,0,104,110,Cilodong
3900000000,3,2,2,300,180,Cinere
9750000000,6,2,0,960,580,Cinere
2300000000,3,2,0,162,100,Cinere
770000000,3,2,0,130,130,Sawangan
2250000000,3,2,0,180,110,Sawangan
3500000000,20,20,1,283,120,Margonda
1300000000,4,2,0,84,140,Tapos
275000000,2,1,1,67,45,Citayam
990000000,3,3,0,105,140,Cimanggis
4800000000,4,2,1,400,256,Cinere
1700000000,4,3,1,198,200,Mekarsari
1350000000,4,3,2,84,76,Gandul
945000000,3,2,1,66,100,Pancoran Mas
4500000000,6,4,0,420,500,Cinere
799000000,2,1,1,56,50,Cilodong
1850000000,2,2,2,120,140,Limo
970000000,3,3,2,64,90,Cilodong
985000000,3,2,1,55,90,Pancoran Mas
1050000000,3,2,1,73,73,Cinere
1050000000,3,2,1,74,71,Cinere
1050000000,3,2,1,78,71,Cinere
1150000000,3,1,1,165,130,Cisalak
1050000000,3,2,1,73,68,Cinere
1850000000,3,3,0,75,225,Sukmajaya
230000000,2,1,1,51,36,Citayam
4800000000,4,3,3,480,184,Pangkalan Jati
910000000,2,2,1,150,125,Sawangan
2320000000,3,4,1,112,109,Bojong Sari
2100000000,3,1,0,126,88,Pancoran Mas
1750000000,3,2,0,150,180,Sukmajaya
4099999999,4,3,0,481,258,Cinere
2500000000,3,2,2,85,89,Tapos
2000000000,6,2,0,260,260,Pancoran Mas
6750000000,5,4,2,525,300,Pangkalan Jati
735000000,2,1,0,75,60,Tapos
7000000000,6,4,0,1045,500,Margonda
1700000000,3,2,0,150,180,Sukmajaya
3200000000,3,2,2,197,150,Pangkalan Jati
4200000000,4,2,2,340,210,Cinere
1950000000,4,3,1,115,150,Cinere
900000000,3,2,1,120,160,Sawangan
500000000,3,1,1,80,65,Cipayung
3300000000,11,11,3,70,201,Depok I
850000000,3,1,1,100,100,Limo
980000000,3,2,0,104,48,Sukmajaya
15500000000,7,4,4,1031,800,Cinere
1900000000,3,3,2,118,140,Cinere
1600000000,4,4,1,223,150,Sawangan
1850000000,3,3,2,90,120,Pancoran Mas
575000000,2,1,0,70,60,Sukmajaya
40000000000,7,7,0,3935,1000,Cinere
2000000000,3,3,2,234,180,Sawangan
1400000000,3,2,1,95,90,Cimanggis
550000000,2,1,1,84,60,Sawangan
1000000000,4,1,0,150,100,Depok II
900000000,3,2,1,53,80,Krukut
1740000000,3,3,1,124,84,Cinere
18000000000,6,7,2,800,940,Cinere
2400000000,4,2,0,188,200,Tapos
1600000000,2,2,0,80,58,Cimanggis
757000000,3,2,1,54,55,Cilodong
598000000,2,1,1,72,36,Pancoran Mas
3000000000,4,4,2,148,94,Pangkalan Jati
3600000000,4,3,1,240,143,Cinere
1200000000,3,2,0,300,150,Sawangan
350000000,2,1,1,60,40,Pancoran Mas
1200000000,3,2,0,140,81,Cimanggis
6500000000,4,3,0,353,290,Pancoran Mas
3750000000,3,3,2,275,175,Cinere
12500000000,6,6,0,900,500,Cinere
900000000,2,2,0,93,5093,Beji
7900000000,7,7,0,1010,700,Cinere
2800000000,3,3,1,120,180,Cinere
450000000,2,2,0,60,40,Citayam
1100000000,2,2,0,105,48,Sawangan
5800000000,6,4,2,395,252,Pangkalan Jati
1300000000,3,3,0,66,74,Cinere
3900000000,4,1,0,700,262,Cinere
900000000,2,1,2,84,60,Sawangan
1900000000,4,4,2,132,250,Depok II
2970000000,3,3,1,225,350,Cinere
800000000,3,1,2,78,63,Bojong Sari
1380000000,4,3,1,85,120,Pancoran Mas
2600000000,3,3,1,237,200,Cinere
14500000000,4,4,0,1440,700,Cinere
3550000000,4,3,1,185,300,Cinere
930000000,3,2,0,80,60,Cimanggis
2500000000,4,2,1,119,200,Cinere
5500000000,5,2,0,514,486,Beji
2900000000,4,3,1,500,250,Limo
2900000000,5,1,1,206,153,Cinere
1300000000,3,3,0,108,180,Cilodong
6500000000,4,4,0,285,500,Cinere
750000000,3,2,1,100,80,Limo
950000000,2,2,0,120,70,Sawangan
1800000000,4,4,0,130,130,Cibubur
6090000000,8,8,0,400,600,Cibubur
360000000,2,2,0,60,60,Pasir Putih
1700000000,4,3,2,150,300,Sawangan
7000000000,4,3,0,635,411,Cinere
130000000,1,1,0,30,28,Sawangan
6300000000,6,4,0,500,300,Cinere
2600000000,3,2,0,216,160,Gandul
1300000000,4,2,1,60,90,Cinere
5500000000,4,3,2,412,250,Cinere
4950000000,4,2,1,299,300,Cinere
5200000000,8,4,0,360,400,Cinere
11000000000,4,5,3,717,517,Pangkalan Jati
9000000000,4,3,0,476,230,Cinere
3000000000,4,2,1,146,200,Pancoran Mas
4400000000,4,4,2,240,375,Cinere
1100000000,3,2,1,71,100,Sukmajaya
1100000000,5,3,0,105,180,Sukmajaya
600000000,2,1,0,72,38,Cilodong
450000000,3,1,1,72,48,Pancoran Mas
7700000000,4,3,2,635,411,Cinere
6800000000,4,2,0,635,411,Cinere
450000000,3,1,1,75,45,Cipayung
572000000,2,2,1,50,45,Sawangan
7400000000,5,5,0,2025,400,Rangkapanjaya
650000000,2,1,0,72,54,Cilodong
610000000,2,1,1,72,48,Pancoran Mas
2900000000,3,3,2,119,128,Cimanggis
850000000,4,3,0,135,135,Cisalak
4500000000,3,2,0,240,162,Margonda
2500000000,5,3,0,120,220,Sukmajaya
1200000000,2,1,0,104,45,Sukmajaya
1650000000,2,2,0,86,158,Pancoran Mas
900000000,2,1,0,104,45,Sukmajaya
1400000000,4,3,0,90,200,Sukmajaya
925000000,3,1,0,217,75,Sukatani
1750000000,3,3,0,105,120,Pancoran Mas
3400000000,4,3,0,230,320,Cinere
3750000000,4,3,0,230,320,Cinere
950000000,2,2,0,156,120,Citayam
935000000,3,2,0,58,76,Cisalak
1340000000,3,3,0,84,88,Sawangan
600000000,3,2,0,138,80,Cinere
1800000000,3,2,0,108,65,Cinere
3800000000,4,3,1,240,143,Cinere
1300000000,3,2,1,60,130,Beji
8000000000,4,2,0,835,350,Pangkalan Jati
17300000000,8,7,0,1164,850,Cibubur
4400000000,8,5,4,774,220,Sawangan
1600000000,7,4,2,120,220,Cimanggis
2300000000,4,2,1,180,150,Pancoran Mas
4500000000,4,4,0,260,400,Cinere
2300000000,3,2,1,97,115,Tanah Baru
4200000000,4,2,2,642,352,Cinere
1580000000,4,3,1,100,124,Sukmajaya
5700000000,5,2,4,640,300,Cinere
5500000000,4,3,2,950,250,Cinere
1200000000,4,3,1,90,120,Rangkapanjaya
799000000,2,1,0,56,50,Cilodong
2230000000,3,2,1,96,91,Cimanggis
6000000000,4,4,2,502,300,Cinere
6000000000,6,4,0,500,300,Cinere
7000000000,6,4,0,240,256,Sukmajaya
1700000000,2,1,2,144,70,Sawangan
2300000000,3,2,0,123,128,Pancoran Mas
1000000000,3,2,0,69,80,Cimanggis
6500000000,4,3,0,375,600,Cinere
2900000000,3,3,0,218,235,Cinere
3000000000,4,4,1,200,400,Cinere
21500000000,5,3,10,2425,700,Pangkalan Jati
650000000,2,1,1,72,45,Cilodong
800000000,3,2,1,70,70,Cilodong
490000000,2,1,1,45,72,Cipayung
850000000,3,2,0,102,72,Depok II
490000000,2,1,1,72,45,Sawangan
490000000,2,1,1,45,72,Bojong Sari
700000000,3,2,2,70,74,Tapos
3550000000,3,3,0,153,165,Cimanggis
490000000,2,1,1,45,70,Pasir Putih
890000000,3,2,1,62,100,Beji
1180000000,3,2,1,130,74,Sawangan
895000000,3,2,1,62,100,Tanah Baru
5000000000,4,3,0,360,400,Cinere
1350000000,4,3,0,230,128,Bojong Sari
1150000000,4,3,0,74,90,Sukmajaya
1970000000,3,2,1,85,89,Cimanggis
1600000000,5,2,0,135,110,Sukmajaya
1500000000,4,3,1,112,160,Cinangka
2600000000,4,3,1,216,230,Cinere
900000000,2,1,1,92,60,Sawangan
18800000000,4,2,2,880,220,Depok II
2100000000,3,2,0,120,83,Cinere
490000000,2,1,1,72,45,Pasir Putih
900000000,2,2,1,109,85,Depok II
2500000000,4,3,1,260,330,Pancoran Mas
2900000000,4,3,0,165,265,Sukmajaya
1300000000,3,3,1,85,105,Pancoran Mas
400000000,2,1,0,70,64,Cipayung
400000000,2,1,0,70,50,Pancoran Mas
630000000,3,1,0,72,72,Cilodong
5000000000,4,3,2,366,4009,Pangkalan Jati
3400000000,5,4,2,160,250,Cimanggis
360000000,3,1,1,75,48,Citayam
3500000000,5,4,0,393,350,Depok II
700000000,3,1,1,130,55,Cimanggis
1600000000,4,2,0,180,140,Cimanggis
1900000000,3,2,2,125,150,Sawangan
750000000,2,2,1,108,36,Sawangan
1450000000,3,2,1,79,66,Margonda
620000000,2,1,1,76,50,Cilodong
5500000000,5,3,2,570,289,Cinere
780000000,2,1,0,72,39,Sawangan
1990000000,4,3,1,145,200,Cibubur
3300000000,3,2,1,180,125,Sukmajaya
650000000,2,1,0,110,65,Bojong Sari
1550000000,2,3,0,110,60,Cilangkap
7000000000,4,3,0,960,400,Cinere
300000000,2,2,1,65,40,Pancoran Mas
2500000000,4,2,1,188,160,Krukut
497000000,2,1,1,62,42,Sawangan
3800000000,4,4,4,480,330,Cinere
4099999999,5,5,0,180,230,Margonda
1700000000,4,2,1,118,133,Pangkalan Jati
1500000000,3,3,0,296,200,Sawangan
2000000000,3,1,0,126,88,Margonda
1900000000,6,3,2,263,400,Pancoran Mas
2100000000,3,3,0,120,138,Harjamukti
2350000000,4,2,1,130,160,Cinere
3500000000,4,4,1,289,300,Cinere
900000000,2,1,2,102,60,Cinere
890000000,3,2,1,83,70,Pancoran Mas
1150000000,3,2,1,72,74,Krukut
3800000000,4,3,2,400,182,Cinere
650000000,2,1,1,60,40,Tanah Baru
7800000000,6,6,2,400,650,Cinere
1000000000,2,1,1,96,53,Sawangan
370000000,2,1,0,60,40,Sawangan
290000000,2,1,1,65,40,Sawangan
11000000000,19,18,0,846,400,Margonda
4300000000,5,4,2,328,256,Cinere
3500000000,3,2,1,180,100,Sukmajaya
9000000000,4,3,3,1031,745,Cinere
1450000000,3,1,0,97,130,Limo
6450000000,5,3,0,345,650,Cimanggis
1500000000,3,3,1,120,140,Cinere
1670000000,3,4,2,126,200,Bojong Sari
2240000000,3,3,0,119,128,Tapos
3970000000,4,3,1,346,250,Cinere
565000000,2,1,2,62,45,Sawangan
1800000000,3,2,1,220,180,Cinere
800000000,2,2,1,148,70,Depok II
1500000000,3,3,0,75,140,Pancoran Mas
575000000,2,1,1,70,45,Sawangan
5200000000,4,2,2,261,280,Cibubur
250000000,2,1,1,67,45,Citayam
1600000000,3,2,1,96,113,Sawangan
950000000,2,2,1,112,82,Pangkalan Jati
888000000,2,2,0,97,45,Sawangan
885000000,3,3,1,54,85,Sawangan
6900000000,5,4,5,1170,550,Gandul
470000000,2,1,0,54,45,Sukmajaya
1080000000,3,2,2,84,64,Sukmajaya
3030000000,4,3,1,300,247,Cimanggis
4900000000,6,4,2,375,324,Cinere
300000000,2,1,1,67,45,Pasir Putih
1400000000,3,3,1,120,100,Limo
4500000000,5,4,0,357,325,Pangkalan Jati
2120000000,4,3,2,120,180,Sawangan
1870000000,4,3,2,124,135,Sawangan
2140000000,4,3,2,124,184,Sawangan
4500000000,7,5,4,425,450,Margonda
800000000,3,3,1,112,91,Bojong Sari
400000000,2,1,0,84,36,Studio Alam
300000000,2,1,1,60,40,Sawangan
280000000,2,1,1,60,40,Sawangan
10700000000,4,3,10,1345,424,Sawangan
836000000,2,2,2,97,45,Sawangan
1300000000,2,1,2,170,68,Tapos
900000000,2,1,1,75,45,Bojong Sari
775000000,2,2,1,64,44,Limo
11000000000,7,7,0,1200,800,Cinere
2049999999,4,3,0,200,160,Cibubur
12000000000,3,2,0,600,232,Cibubur
1800000000,2,2,0,144,68,Sawangan
750000000,2,2,1,78,81,Sawangan
5800000000,3,2,0,325,168,Cinere
4000000000,4,4,2,260,312,Cinere
2100000000,4,3,2,145,86,Cimanggis
1850000000,2,2,1,120,83,Cinere
1120000000,3,2,2,70,75,Tanah Baru
950000000,2,1,1,96,56,Pangkalan Jati
1600000000,2,2,0,168,68,Bojong Sari
3000000000,5,4,0,200,169,Sawangan
1580000000,3,2,2,120,79,Sawangan
1500000000,3,3,1,85,140,Cinere
295000000,2,1,1,60,40,Sawangan
5500000000,3,3,2,398,650,Gandul
3300000000,4,4,2,310,410,Depok II
350000000,2,2,0,40,70,Sawangan
1240000000,2,2,0,84,75,Bojong Sari
1860000000,4,3,0,112,120,Bojong Sari
6900000000,4,4,1,600,600,Cinere
1550000000,3,3,0,96,103,Bojong Sari
550000000,3,3,0,123,120,Sawangan
1100000000,5,4,1,150,100,Cinere
3500000000,3,2,0,336,200,Sukmajaya
2000000000,3,3,0,200,170,Sawangan
285000000,2,1,0,64,41,Cipayung
290000000,2,1,0,64,41,Sawangan
1200000000,3,1,1,60,90,Cinere
5700000000,4,3,0,280,500,Cinere
4500000000,4,3,1,400,240,Limo
2650000000,5,2,0,191,225,Cinere
4350000000,6,6,0,868,868,Sawangan
295000000,2,1,0,65,40,Cipayung
295000000,2,1,0,64,40,Pancoran Mas
1750000000,3,3,0,221,150,Cinere
280000000,2,1,0,64,40,Cipayung
295000000,2,1,0,65,40,Pasir Putih
900000000,2,1,0,96,53,Sawangan
650000000,2,1,0,90,45,Bojong Sari
9000000000,6,5,0,1031,746,Gandul
1500000000,2,1,0,130,55,Sawangan
3250000000,5,3,1,247,200,Cinere
3200000000,4,4,0,355,600,Sukmajaya
1700000000,3,3,0,133,180,Cinere
4099999999,4,3,0,380,420,Cinere
2700000000,3,5,0,177,250,Bojong Sari
7000000000,7,7,0,1020,300,Beji
5200000000,3,3,0,534,270,Cinere
800000000,1,1,0,96,35,Sawangan
250000000,2,1,0,60,40,Pasir Putih
135000000,2,1,0,28,28,Pasir Putih
790000000,2,1,0,72,50,Gandul
225000000,2,1,0,50,36,Pasir Putih
290000000,2,1,1,72,45,Cipayung
150000000,2,1,0,32,22,Depok II
820000000,4,3,1,86,63,Sukmajaya
800000000,3,2,0,105,55,Bojong Sari
14600000000,8,7,0,800,800,Cinere
2400000000,3,3,1,155,145,Cinere
2250000000,3,3,1,125,136,Cinere
1750000000,3,3,0,96,113,Sawangan
1400000000,4,2,0,234,160,Pasir Putih
3100000000,5,2,0,412,300,Pangkalan Jati
9000000000,6,8,10,2000,423,Sawangan
2600000000,4,3,0,500,260,Krukut
600000000,4,2,0,110,60,Pancoran Mas
500000000,4,3,1,84,60,Pancoran Mas
2800000000,4,4,0,120,180,Cinere
13000000000,7,6,0,1496,600,Cimanggis
770000000,5,2,0,223,150,Sawangan
800000000,5,4,0,90,75,Beji
6000000000,5,3,0,600,324,Cinere
580000000,3,2,1,72,45,Cipayung
430000000,3,2,1,72,40,Margonda
600000000,3,2,1,72,45,Cimanggis
400000000,2,2,1,83,45,Cimanggis
3900000000,4,5,0,375,200,Sawangan
285000000,2,1,1,60,45,Cipayung
1760000000,3,2,1,132,200,Sawangan
195000000,1,1,0,30,50,Pancoran Mas
1750000000,3,2,2,334,90,Mekarsari
890000000,3,1,1,84,84,Bojong Sari
650000000,3,2,1,105,90,Cipayung
275000000,2,2,0,40,60,Pancoran Mas
350000000,2,1,1,59,45,Sawangan
695000000,3,2,1,50,60,Tapos
600000000,2,1,0,84,60,Sawangan
2900000000,3,2,0,180,240,Cinere
1600000000,5,3,1,200,280,Cibubur
4800000000,3,2,0,600,300,Cinere
850000000,3,2,2,74,85,Sawangan
2400000000,3,2,0,188,155,Sawangan
2300000000,4,3,0,198,160,Pancoran Mas
910000000,3,2,2,82,82,Cinere
145000000,2,1,1,36,60,Depok I
135000000,2,1,1,36,50,Depok I
2500000000,5,3,2,367,200,Pancoran Mas
695000000,3,2,2,64,60,Harjamukti
785000000,3,2,1,52,60,Tapos
750000000,2,2,1,80,60,Sawangan
2500000000,4,2,0,153,216,Sukmajaya
925000000,3,1,0,84,75,Cimanggis
7500000000,5,5,3,300,500,Cinere
900000000,3,2,1,105,78,Tapos
650000000,2,1,2,68,45,Limo
3000000000,10,6,2,180,360,Cinere
5900000000,3,3,1,200,400,Cibubur
650000000,2,1,2,68,45,Cinere
12500000000,3,3,0,1205,500,Tapos
1200000000,2,2,1,82,74,Beji
15000000000,2,2,2,892,1500,Tapos
5900000000,3,3,1,200,400,Harjamukti
750000000,3,2,1,52,60,Tapos
785000000,3,2,1,52,60,Cimanggis
95000000,3,3,1,81,120,Cilodong
1350000000,10,10,0,136,136,Margonda
2300000000,3,3,4,381,195,Cibubur
2450000000,10,10,2,68,105,Beji
850000000,3,3,1,110,110,Sawangan
2800000000,3,2,1,150,130,Kelapa Dua
3800000000,4,4,1,345,247,Cimanggis
1500000000,6,3,2,118,173,Limo
1600000000,3,2,1,135,90,Depok I
6000000000,6,4,2,305,391,Margonda
3300000000,5,4,2,135,240,Sukmajaya
1500000000,6,3,2,118,173,Sawangan
685000000,2,1,1,90,45,Sawangan
850000000,3,3,0,84,100,Tapos
400000000,2,1,1,72,36,Citayam
1300000000,3,2,1,182,130,Sawangan
600000000,3,2,1,90,53,Citayam
975000000,3,2,1,70,95,Cinangka
2700000000,4,4,2,144,180,Sawangan
1050000000,4,3,1,70,120,Limo
1500000000,6,4,2,118,175,Limo
3700000000,4,4,2,180,180,Limo
2000000000,3,2,1,102,140,Cinere
3000000000,5,3,3,304,250,Sukmajaya
635000000,3,2,2,140,80,Cipayung
1500000000,8,5,2,178,356,Cinere
